year,month,specie,harvest_LANCHAS_IFOP_centrosur,harvest_BOTES_IFOP_centrosur,harvest_IND_IFOP_norte,harvest_IND_IFOP_centrosur,total_harvest_IFOP_centrosur,total_harvest_IFOP_norte
2020,abr,SARDINA COMUN,103766.2879999999,533.0350000000001,0,5.725,104305.04799999991,0
2020,may,SARDINA COMUN,37195.200999999994,115.24800000000002,0,45.374,37355.823,0
2020,jun,SARDINA COMUN,8700.349999999999,6.259,NA,NA,8706.608999999999,NA
2020,jul,SARDINA COMUN,4300.966,11.155000000000001,NA,NA,4312.121,NA
2020,ago,SARDINA COMUN,330.90399999999994,1.28,NA,NA,332.1839999999999,NA
2020,sept,SARDINA COMUN,24.269,0.342,NA,NA,24.610999999999997,NA
2020,oct,SARDINA COMUN,4725.607,42.764,0,3478.168,8246.538999999999,0
2020,nov,SARDINA COMUN,29009.431000000004,57.64600000000001,0,1163.963,30231.040000000005,0
2020,dic,SARDINA COMUN,24443.320999999993,12.34,0,2843.7300000000005,27299.390999999992,0
2021,ene,SARDINA COMUN,746.326,6.9,NA,NA,753.226,NA
2021,feb,SARDINA COMUN,4134.585999999999,1.1,NA,NA,4135.686,NA
2021,mar,SARDINA COMUN,182087.18499999994,2626.325,NA,NA,184713.50999999995,NA
2021,abr,SARDINA COMUN,95005.21900000019,605.1979999999998,NA,NA,95610.41700000019,NA
2021,may,SARDINA COMUN,20434.883000000005,193.229,NA,NA,20628.112000000005,NA
2021,jun,SARDINA COMUN,5411.575000000003,141.304,NA,NA,5552.879000000003,NA
2021,jul,SARDINA COMUN,1694.1400000000003,25.750000000000004,NA,NA,1719.8900000000003,NA
2021,ago,SARDINA COMUN,3.388,2.2,NA,NA,5.588,NA
2021,sept,SARDINA COMUN,1.103,1.5,NA,NA,2.6029999999999998,NA
2021,oct,SARDINA COMUN,4911.473000000001,4.445,NA,NA,4915.918000000001,NA
2021,nov,SARDINA COMUN,19244.712999999985,4.217,NA,NA,19248.929999999986,NA
2021,dic,SARDINA COMUN,6927.4569999999985,4.5,NA,NA,6931.9569999999985,NA
2022,ene,SARDINA COMUN,13.216999999999999,NA,NA,NA,13.216999999999999,NA
2022,feb,SARDINA COMUN,14666.363,67.102,NA,NA,14733.465,NA
2022,mar,SARDINA COMUN,108814.392,2032.5050000000006,NA,NA,110846.89700000001,NA
2022,abr,SARDINA COMUN,33085.15699999998,50.024,0,27.53,33162.710999999974,0
2022,may,SARDINA COMUN,10211.973000000002,75.721,NA,NA,10287.694000000001,NA
2022,jun,SARDINA COMUN,12403.120000000003,69.75399999999999,NA,NA,12472.874000000003,NA
2022,jul,SARDINA COMUN,1154.968,46.349999999999994,NA,NA,1201.318,NA
2022,ago,SARDINA COMUN,6.861000000000001,17.878,NA,NA,24.739,NA
2022,sept,SARDINA COMUN,0.36300000000000004,NA,NA,NA,0.36300000000000004,NA
2022,oct,SARDINA COMUN,2567.4360000000006,12.000000000000002,0,5393.816999999999,7973.253,0
2022,nov,SARDINA COMUN,18641.899999999987,215.805,0,24.244,18881.948999999986,0
2022,dic,SARDINA COMUN,14316.414,27.789999999999996,NA,NA,14344.204000000002,NA
2023,ene,SARDINA COMUN,54.807,83.1,NA,NA,137.90699999999998,NA
2023,feb,SARDINA COMUN,5668.755999999999,7.535,NA,NA,5676.290999999999,NA
2023,mar,SARDINA COMUN,203662.31299999973,3091.964,NA,NA,206754.27699999974,NA
2023,abr,SARDINA COMUN,101171.90799999997,500.883,NA,NA,101672.79099999997,NA
2023,may,SARDINA COMUN,40902.39499999999,70.444,NA,NA,40972.83899999999,NA
2023,jun,SARDINA COMUN,8302.238,13.058,0,638.999,8954.295,0
2023,jul,SARDINA COMUN,2161.406,4.05,NA,NA,2165.456,NA
2023,ago,SARDINA COMUN,0.225,9.946000000000002,NA,NA,10.171000000000001,NA
2023,sept,SARDINA COMUN,0.17300000000000001,NA,NA,NA,0.17300000000000001,NA
2023,oct,SARDINA COMUN,3730.6599999999994,6.2,0,322.181,4059.0409999999993,0
2023,nov,SARDINA COMUN,26482.095000000023,33.056000000000004,NA,NA,26515.151000000023,NA
2023,dic,SARDINA COMUN,13445.979999999996,9.305,NA,NA,13455.284999999996,NA
2024,ene,SARDINA COMUN,0.048,NA,NA,NA,0.048,NA
2024,feb,SARDINA COMUN,5669.821999999992,5.452,NA,NA,5675.273999999992,NA
2024,mar,SARDINA COMUN,62205.763000000006,1568.1410000000003,NA,NA,63773.90400000001,NA
2024,abr,SARDINA COMUN,10303.214000000002,30.445,0,128.686,10462.345000000001,0
2024,may,SARDINA COMUN,8887.217999999999,50.032,0,265.264,9202.513999999997,0
2024,jun,SARDINA COMUN,934.6939999999998,20.3,NA,NA,954.9939999999998,NA
2024,jul,SARDINA COMUN,13218.43500000001,106.42699999999999,NA,NA,13324.86200000001,NA
2024,ago,SARDINA COMUN,41.85,31.5,NA,NA,73.35,NA
2024,sept,SARDINA COMUN,25.934,24,NA,NA,49.934,NA
2024,oct,SARDINA COMUN,2433.991000000001,2.8249999999999997,0,518.542,2955.3580000000006,0
2024,nov,SARDINA COMUN,13331.620999999997,3.296,0,1640.0839999999998,14975.000999999998,0
2024,dic,SARDINA COMUN,8162.141000000002,5.9,NA,NA,8168.041000000002,NA
2012,ene,ANCHOVETA,3.8,3.05,2425.507,0,6.85,2425.507
2012,feb,ANCHOVETA,1.9460000000000002,6,56630.996000000014,249.91999999999993,257.86599999999993,56630.996000000014
2012,mar,ANCHOVETA,5594.745999999999,81.83500000000001,29859.355999999985,1053.2960000000003,6729.8769999999995,29859.355999999985
2012,abr,ANCHOVETA,28449.63299999999,161.55900000000003,17792.885999999995,1966.0320000000002,30577.22399999999,17792.885999999995
2012,may,ANCHOVETA,10124.932999999999,24.415,13008.573,737.2610000000001,10886.609,13008.573
2012,jun,ANCHOVETA,2236.502,0.8760000000000001,61439.97300000001,548.9399999999999,2786.318,61439.97300000001
2012,jul,ANCHOVETA,1676.888000000001,1.327,127567.09500000002,432.26499999999993,2110.4800000000014,127567.09500000002
2012,ago,ANCHOVETA,63.620000000000005,0.371,64785.86699999999,238.087,302.078,64785.86699999999
2012,sept,ANCHOVETA,34.181999999999995,0.167,2441.536,0,34.349,2441.536
2012,oct,ANCHOVETA,6892.997999999993,114.621,85224.04400000001,384.88499999999993,7392.5039999999935,85224.04400000001
2012,nov,ANCHOVETA,3483.2400000000007,30.235000000000003,129590.73999999993,3794.542999999999,7308.017999999999,129590.73999999993
2012,dic,ANCHOVETA,935.0699999999995,0.926,40267.784,3899.1169999999993,4835.112999999999,40267.784
2013,feb,ANCHOVETA,181.63000000000005,0.3,26640.189999999988,70.09,252.02000000000007,26640.189999999988
2013,mar,ANCHOVETA,20838.211,714.3590000000002,897.5630000000001,44.464,21597.034,897.5630000000001
2013,abr,ANCHOVETA,7329.083999999996,82.28100000000002,35671.873000000036,0,7411.364999999996,35671.873000000036
2013,may,ANCHOVETA,2475.0680000000007,103.696,33449.11000000003,904.453,3483.2170000000006,33449.11000000003
2013,jun,ANCHOVETA,2479.047000000001,40.606,2514.3450000000003,322.87,2842.523000000001,2514.3450000000003
2013,jul,ANCHOVETA,538.16,2.907,67816.533,209.33299999999997,750.4,67816.533
2013,ago,ANCHOVETA,0.3,NA,14239.488,0,0.3,14239.488
2013,sept,ANCHOVETA,1.9540000000000002,NA,33226.65199999998,0,1.9540000000000002,33226.65199999998
2013,oct,ANCHOVETA,816.2450000000002,10.729000000000003,152320.11400000012,179.93200000000002,1006.9060000000003,152320.11400000012
2013,nov,ANCHOVETA,1090.7990000000002,28.740999999999996,118166.99899999994,1263.02,2382.5600000000004,118166.99899999994
2013,dic,ANCHOVETA,782.4659999999999,NA,44238.71800000001,2826.534999999999,3609.000999999999,44238.71800000001
2014,ene,ANCHOVETA,2.656,NA,NA,NA,2.656,NA
2014,feb,ANCHOVETA,699.4879999999998,NA,2056.267,3.486,702.9739999999998,2056.267
2014,mar,ANCHOVETA,9741.323999999995,427.18699999999984,113789.49600000001,497.58000000000004,10666.090999999995,113789.49600000001
2014,abr,ANCHOVETA,27255.54200000004,317.9779999999999,58043.236000000026,208.384,27781.90400000004,58043.236000000026
2014,may,ANCHOVETA,8227.072,2.93,27108.629999999997,973.4789999999998,9203.481,27108.629999999997
2014,jun,ANCHOVETA,1194.6300000000008,NA,87303.27100000004,241.839,1436.4690000000007,87303.27100000004
2014,jul,ANCHOVETA,783.0440000000006,NA,54769.35,1241.489,2024.5330000000006,54769.35
2014,ago,ANCHOVETA,98.94200000000001,NA,12484.354,0,98.94200000000001,12484.354
2014,sept,ANCHOVETA,0.773,NA,6897.753999999999,0,0.773,6897.753999999999
2014,oct,ANCHOVETA,2198.6969999999983,4.408,98418.93000000005,87.39399999999999,2290.498999999998,98418.93000000005
2014,nov,ANCHOVETA,1534.2039999999997,NA,97518.18700000006,1316.5479999999998,2850.7519999999995,97518.18700000006
2014,dic,ANCHOVETA,390.2230000000001,NA,24199.709000000006,0,390.2230000000001,24199.709000000006
2015,ene,ANCHOVETA,221.374,NA,NA,NA,221.374,NA
2015,feb,ANCHOVETA,121.95400000000001,NA,0,5.869,127.82300000000001,0
2015,mar,ANCHOVETA,1109.625,111.57500000000002,47735.73700000001,1192.475,2413.6749999999997,47735.73700000001
2015,abr,ANCHOVETA,27105.581000000006,52.989999999999995,65301.12999999999,829.743,27988.314000000006,65301.12999999999
2015,may,ANCHOVETA,15623.283,1.762,10806.365999999998,55.5,15680.545,10806.365999999998
2015,jun,ANCHOVETA,1467.4919999999997,0.315,14113.094000000003,115.73000000000002,1583.5369999999998,14113.094000000003
2015,jul,ANCHOVETA,961.8560000000004,NA,41480.651999999995,36.09,997.9460000000005,41480.651999999995
2015,ago,ANCHOVETA,62.036,NA,62443.715,1.325,63.361000000000004,62443.715
2015,sept,ANCHOVETA,40.596,NA,NA,NA,40.596,NA
2015,oct,ANCHOVETA,11.457,NA,60075.47199999993,1645.1040000000007,1656.5610000000008,60075.47199999993
2015,nov,ANCHOVETA,9568.581,97.949,42889.544,193.828,9860.358,42889.544
2015,dic,ANCHOVETA,3524.8259999999996,11.39,27.089,22.592,3558.8079999999995,27.089
2016,ene,ANCHOVETA,114.639,NA,26.17,0,114.639,26.17
2016,feb,ANCHOVETA,854.8129999999999,NA,0,528.2739999999999,1383.0869999999998,0
2016,mar,ANCHOVETA,29791.117000000042,158.476,3655.975,672.4669999999999,30622.06000000004,3655.975
2016,abr,ANCHOVETA,9916.19400000001,NA,10534.336999999996,0,9916.19400000001,10534.336999999996
2016,may,ANCHOVETA,8092.641999999999,0.1,39847.548,278.19,8370.931999999999,39847.548
2016,jun,ANCHOVETA,4425.295000000001,0.146,52139.89700000002,1048.6839999999997,5474.125000000001,52139.89700000002
2016,jul,ANCHOVETA,2766.8329999999996,0.02,32225.369999999995,133.798,2900.6509999999994,32225.369999999995
2016,ago,ANCHOVETA,26.24,NA,2874.818,0,26.24,2874.818
2016,sept,ANCHOVETA,13.1,NA,4053.808,0,13.1,4053.808
2016,oct,ANCHOVETA,137.49,0.002,4806.379,1781.388,1918.8799999999999,4806.379
2016,nov,ANCHOVETA,11651.233000000002,43.36399999999999,2635.131,515.844,12210.441,2635.131
2016,dic,ANCHOVETA,595.9929999999999,NA,17.55,376.138,972.1309999999999,17.55
2017,ene,ANCHOVETA,46.971000000000004,NA,NA,NA,46.971000000000004,NA
2017,feb,ANCHOVETA,737.228,0.25,73353.94800000002,603.615,1341.0929999999998,73353.94800000002
2017,mar,ANCHOVETA,13677.924000000003,45.134999999999984,81834.69199999995,170.201,13893.260000000002,81834.69199999995
2017,abr,ANCHOVETA,6175.363,1.989,89912.611,22.888,6200.24,89912.611
2017,may,ANCHOVETA,8411.678,0.348,23246.589,356.392,8768.418,23246.589
2017,jun,ANCHOVETA,2075.3160000000003,0.5,6841.322000000001,0,2075.8160000000003,6841.322000000001
2017,jul,ANCHOVETA,1699.8279999999997,NA,18251.019999999997,0,1699.8279999999997,18251.019999999997
2017,ago,ANCHOVETA,93.338,NA,6205.049,0,93.338,6205.049
2017,sept,ANCHOVETA,18.044,NA,NA,NA,18.044,NA
2017,oct,ANCHOVETA,2013.109,NA,65838.12899999997,1030.732,3043.841,65838.12899999997
2017,nov,ANCHOVETA,14345.671000000008,44.01700000000001,22089.748999999996,1087.67,15477.358000000007,22089.748999999996
2017,dic,ANCHOVETA,4618.351000000001,NA,689.2040000000001,0,4618.351000000001,689.2040000000001
2018,ene,ANCHOVETA,9.254,NA,11260.805,0,9.254,11260.805
2018,feb,ANCHOVETA,1761.4890000000007,NA,0,380.427,2141.9160000000006,0
2018,mar,ANCHOVETA,14864.929000000004,63.26,136421.57100000003,540.303,15468.492000000004,136421.57100000003
2018,abr,ANCHOVETA,11895.289999999999,4.337,93884.83600000002,0,11899.626999999999,93884.83600000002
2018,may,ANCHOVETA,7508.4490000000005,NA,81178.84399999998,0,7508.4490000000005,81178.84399999998
2018,jun,ANCHOVETA,5585.458,12.434,32249.42699999999,0,5597.892,32249.42699999999
2018,jul,ANCHOVETA,16.051000000000002,NA,10045.104,0,16.051000000000002,10045.104
2018,ago,ANCHOVETA,0.7150000000000001,NA,25407.768000000004,0,0.7150000000000001,25407.768000000004
2018,sept,ANCHOVETA,98.48400000000001,NA,NA,NA,98.48400000000001,NA
2018,oct,ANCHOVETA,1181.236,2,94408.59999999999,475.379,1658.6150000000002,94408.59999999999
2018,nov,ANCHOVETA,15839.892000000033,24.593000000000007,58819.704000000005,0,15864.485000000033,58819.704000000005
2018,dic,ANCHOVETA,1414.0390000000002,2.934,10160.885,0,1416.9730000000002,10160.885
2019,ene,ANCHOVETA,199.34,NA,NA,NA,199.34,NA
2019,feb,ANCHOVETA,90.621,2.02,NA,NA,92.64099999999999,NA
2019,mar,ANCHOVETA,31662.64600000004,136.15400000000002,62238.19999999997,0,31798.80000000004,62238.19999999997
2019,abr,ANCHOVETA,44672.69100000001,39.21999999999999,57968.833,0,44711.911000000015,57968.833
2019,may,ANCHOVETA,26860.092,11.577,93107.32900000004,0,26871.669,93107.32900000004
2019,jun,ANCHOVETA,13108.639999999998,NA,45689.937999999966,0,13108.639999999998,45689.937999999966
2019,jul,ANCHOVETA,4274.020000000001,NA,58516.06199999994,57.192,4331.212000000001,58516.06199999994
2019,ago,ANCHOVETA,106.595,NA,5496.451000000001,0,106.595,5496.451000000001
2019,sept,ANCHOVETA,80.71900000000001,NA,NA,NA,80.71900000000001,NA
2019,oct,ANCHOVETA,2.728,NA,5075.946,101.438,104.166,5075.946
2019,nov,ANCHOVETA,27818.432000000004,125.26599999999999,24062.843000000015,505.01399999999995,28448.712000000003,24062.843000000015
2019,dic,ANCHOVETA,8273.041999999998,42.536,1216.1620000000003,0,8315.577999999998,1216.1620000000003
2020,ene,ANCHOVETA,35.725,NA,NA,NA,35.725,NA
2020,feb,ANCHOVETA,2591.6190000000006,NA,NA,NA,2591.6190000000006,NA
2020,mar,ANCHOVETA,7608.669999999998,158.79899999999998,9633.79,0,7767.468999999998,9633.79
2020,abr,ANCHOVETA,53106.571999999986,129.064,33.296,0,53235.635999999984,33.296
2020,may,ANCHOVETA,41359.549999999974,137.84400000000005,2975.5360000000014,5.041,41502.43499999997,2975.5360000000014
2020,jun,ANCHOVETA,13598.659,10.978,6639.491000000002,0,13609.636999999999,6639.491000000002
2020,jul,ANCHOVETA,6638.683,NA,3027.696999999999,0,6638.683,3027.696999999999
2020,ago,ANCHOVETA,367.61600000000004,15.96,10799.361999999997,0,383.576,10799.361999999997
2020,sept,ANCHOVETA,203.712,11.058,NA,NA,214.76999999999998,NA
2020,oct,ANCHOVETA,176.967,6.33,5237.2970000000005,482.427,665.724,5237.2970000000005
2020,nov,ANCHOVETA,35382.975999999966,3.755,11508.346999999998,538.307,35925.037999999964,11508.346999999998
2020,dic,ANCHOVETA,5795.776999999999,3,6454.445999999999,768.6700000000001,6567.446999999999,6454.445999999999
2021,ene,ANCHOVETA,978.806,NA,722.876,0,978.806,722.876
2021,feb,ANCHOVETA,1155.0919999999999,NA,750.866,0,1155.0919999999999,750.866
2021,mar,ANCHOVETA,55829.15100000011,213.08699999999996,3038.5370000000003,0,56042.23800000011,3038.5370000000003
2021,abr,ANCHOVETA,47902.04799999999,334.92199999999997,6127.842,0,48236.96999999999,6127.842
2021,may,ANCHOVETA,41444.797,304.593,27517.654000000013,0,41749.39,27517.654000000013
2021,jun,ANCHOVETA,15493.341000000011,8.076,26491.259,0,15501.41700000001,26491.259
2021,jul,ANCHOVETA,3352.200999999998,1.15,22555.929999999997,0,3353.3509999999983,22555.929999999997
2021,ago,ANCHOVETA,52.107000000000006,NA,NA,NA,52.107000000000006,NA
2021,sept,ANCHOVETA,16.188000000000002,NA,30.97,0,16.188000000000002,30.97
2021,oct,ANCHOVETA,338.657,NA,1988.1709999999998,0,338.657,1988.1709999999998
2021,nov,ANCHOVETA,7247.865000000004,2.2129999999999996,5880.1179999999995,0,7250.078000000004,5880.1179999999995
2021,dic,ANCHOVETA,524.407,12.399999999999999,5472.342999999999,0,536.807,5472.342999999999
2022,ene,ANCHOVETA,23.813,9.7,20.765,0,33.513,20.765
2022,feb,ANCHOVETA,1005.995,42.2,172.027,0,1048.195,172.027
2022,mar,ANCHOVETA,91008.82599999981,957.6460000000002,44.47,0,91966.4719999998,44.47
2022,abr,ANCHOVETA,59508.55400000008,128.434,1600.268,33.85,59670.838000000076,1600.268
2022,may,ANCHOVETA,23167.398,184.01399999999998,7129.623000000001,0,23351.412,7129.623000000001
2022,jun,ANCHOVETA,15497.105000000001,69.661,26356.954000000005,0,15566.766000000001,26356.954000000005
2022,jul,ANCHOVETA,1877.4179999999997,NA,24152.157,0,1877.4179999999997,24152.157
2022,ago,ANCHOVETA,1057.334,1.872,2887.2309999999993,0,1059.2060000000001,2887.2309999999993
2022,sept,ANCHOVETA,23.488,NA,NA,NA,23.488,NA
2022,oct,ANCHOVETA,148.641,NA,91.372,378.34800000000007,526.989,91.372
2022,nov,ANCHOVETA,21851.26900000001,NA,248.18300000000002,521.786,22373.05500000001,248.18300000000002
2022,dic,ANCHOVETA,1273.6409999999998,NA,NA,NA,1273.6409999999998,NA
2023,ene,ANCHOVETA,489.98900000000003,68.6,17.902,0,558.589,17.902
2023,feb,ANCHOVETA,1038.3540000000003,1.5,NA,NA,1039.8540000000003,NA
2023,mar,ANCHOVETA,37775.658,307.903,NA,NA,38083.561,NA
2023,abr,ANCHOVETA,47324.66099999994,75.091,37.55,0,47399.75199999994,37.55
2023,may,ANCHOVETA,43311.331999999944,63.898,NA,NA,43375.229999999945,NA
2023,jun,ANCHOVETA,26319.522999999983,3.772,0,944.6610000000001,27267.955999999984,0
2023,jul,ANCHOVETA,6504.407999999999,NA,0,33.8,6538.208,0
2023,ago,ANCHOVETA,10.454,0.25,NA,NA,10.704,NA
2023,sept,ANCHOVETA,249.94500000000002,NA,NA,NA,249.94500000000002,NA
2023,oct,ANCHOVETA,1630.2619999999993,NA,0,589.444,2219.705999999999,0
2023,nov,ANCHOVETA,24314.132999999987,30.785,NA,NA,24344.917999999987,NA
2023,dic,ANCHOVETA,5020.691999999999,0.22000000000000003,NA,NA,5020.911999999999,NA
2024,ene,ANCHOVETA,96.71600000000001,NA,NA,NA,96.71600000000001,NA
2024,feb,ANCHOVETA,3378.308999999998,NA,NA,NA,3378.308999999998,NA
2024,mar,ANCHOVETA,37228.37,476.37199999999996,NA,NA,37704.742000000006,NA
2024,abr,ANCHOVETA,22006.574999999997,48.706999999999994,0,360.381,22415.662999999997,0
2024,may,ANCHOVETA,36891.309000000016,61.921,0,459.77599999999995,37413.006000000016,0
2024,jun,ANCHOVETA,2870.319,6.7,NA,NA,2877.019,NA
2024,jul,ANCHOVETA,6729.590999999997,44.994,NA,NA,6774.584999999996,NA
2024,ago,ANCHOVETA,3.629,20,NA,NA,23.629,NA
2024,sept,ANCHOVETA,34.57899999999999,15,NA,NA,49.57899999999999,NA
2024,oct,ANCHOVETA,1974.0179999999991,NA,0,595.778,2569.7959999999994,0
2024,nov,ANCHOVETA,4959.672999999998,5.534,2081.172,643.111,5608.3179999999975,2081.172
2024,dic,ANCHOVETA,2286.9910000000004,NA,1444.488,0,2286.9910000000004,1444.488
2013,may,JUREL,NA,11.351,7449.420000000002,22997.235,23008.586,7449.420000000002
2013,jun,JUREL,NA,0.36,8530.917000000001,5956.015,5956.375,8530.917000000001
2013,jul,JUREL,NA,0.19499999999999998,3443.9809999999998,0,0.19499999999999998,3443.9809999999998
2013,ago,JUREL,NA,14.98,1174.025,0,14.98,1174.025
2014,abr,JUREL,NA,2.1,5894.158999999996,60962.31299999999,60964.412999999986,5894.158999999996
2014,may,JUREL,NA,0.025,7817.525,40609.817,40609.842000000004,7817.525
2014,jul,JUREL,NA,1.96,0,8552.998999999996,8554.958999999995,0
2015,nov,JUREL,NA,2.1,24.314,110,112.1,24.314
2016,nov,JUREL,NA,0.95,484.721,3041.328,3042.278,484.721
2016,dic,JUREL,NA,15.05,0,25606.500000000004,25621.550000000003,0
2017,oct,JUREL,NA,3,0.513,0,3,0.513
2018,sept,JUREL,NA,6.707999999999999,0,468.26800000000003,474.97600000000006,0
2020,jun,JUREL,NA,10.600000000000001,177.18499999999997,51810.274,51820.873999999996,177.18499999999997
2020,jul,JUREL,NA,5.2,291.764,24626.47599999998,24631.67599999998,291.764
2021,mar,JUREL,NA,5.2,19808.485000000008,72784.29000000004,72789.49000000003,19808.485000000008
2021,may,JUREL,NA,1.72,3976.444,70915.00200000004,70916.72200000004,3976.444
2021,jul,JUREL,NA,9.399999999999999,168.41,37343.278,37352.678,168.41
2021,oct,JUREL,NA,9.5,4041.441,0,9.5,4041.441
2022,jun,JUREL,NA,5.75,3325.7859999999996,72132.90099999997,72138.65099999997,3325.7859999999996
2023,ago,JUREL,NA,27.65,0,883.527,911.177,0
2024,sept,JUREL,NA,2.7,595.801,3974.985,3977.685,595.801
2013,ene,ANCHOVETA,NA,3.1510000000000002,56857.95599999999,0,3.1510000000000002,56857.95599999999
2013,oct,JUREL,NA,NA,704.461,0,0,704.461
2014,jun,JUREL,NA,NA,66.715,18459.384000000002,18459.384000000002,66.715
2014,nov,JUREL,NA,NA,200.51899999999998,0,0,200.51899999999998
2019,ago,JUREL,NA,NA,0.094,4029.446000000001,4029.446000000001,0.094
2020,oct,JUREL,NA,NA,2382.174,0,0,2382.174
